session_num;query_num;click_item;rec_list;purchase
45;45;6078;57465,6080,35997,47088,6078,79526,36082,6165,13663,13889,13931,90248,36358,47296,14001,6848,69167,47708,7398,131616; 0
46;46;90812;37351,349871,7837,81291,30970,8400,1026,131882,31229,1970,62963,4027,12273,12276,79343,13246,90812,13852,8702,5331; 0
47;47;10741;80764,30493,702,8342,31013,8653,8654,8655,8657,31570,9078,161757,10298,10741,86620,11783,35153,12726,35388,13001; 0
48;48;24764;35389,68366,35438,5472,5683,24764,35627,46907,13326,35981,36031,36146,6308,6526,36411,36412,36410,6530,6560,6848; 0
51;329123;130993;475759,227802,130993,158767,89951,6021,377876,403287,475376,383580,398336,416684,401985,420129,378211,377372,494249,435517,389349,435568,491044,490468,453314,433477,474813,507346,477430,391966,417653,449105,414905,6089,395091,388535,403247,167933,386691,512666,555450,162477,397249,391737,36003,380041,488241,496654,556340,68712,508746,549883,206247,486692,527179,177293,467508,446600,209821,481034,387260,464113,452673,169404,136090,229969,387056,206249,211744,526048,406625,524081,403413,399153,519983,234971,455256; 0
51;651277;57698;499963,411414,408900,151150,194434,190171,411813,417728,406104,160701,408673,425255,143587,229822,232832,456246,247698,483685,171166,126067,143614,496057,143613,409991,126066,493672,130975,35684,185800,57698,164229,413986,151169,190176,232839,378981,385475,213696,484961,441337,247700,411134,489068,151162,89915,194438,233877,410046,29326,213694,460325,464201,158670,432273,435422,577439,499196,143617,448604,498668,412094,409528,376828,441202,415236,35675,444787,232836,472757,35673,151172,247706,158666,389027,508005,498207,57697,495375,207733; 0
53;53;6096;3536,34192,11786,55594,34668,35381,5725,5893,5892,6078,6096,13803,6308,13889,13931,90306,36392,6729,14299,20029; 0
53;31844;6096;72562,3536,4185,34192,11786,55594,12946,35381,35566,5725,13329,5893,5892,6096,6249,13803,6308,90306,36392,14299; 0
53;31904;79520;57258,5152,5153,68032,13021,79216,13124,5723,13326,6033,13581,79520,36033,13647,13806,36202,6460,6600,14446,126566; 0
53;32160;6096;8164,72562,12996,3536,4185,34192,11786,55594,35381,5725,13329,5893,5892,6096,6249,13803,6308,90306,36392,14299; 0
54;54;54759;37563,359,30709,837,31516,9510,2336,134759,2597,52668,2765,54759,11529,14762,18568,132974,34771,35099,89863,126444; 0
55;55;208138;59954,81522,30700,81533,38247,8138,59965,59968,208138,8619,15982,131938,16691,63798,53224,85714,33070,85771,54767,5680; 0
56;56;375980;1188,15978,61010,8715,71942,22686,64269,43012,200054,130663,45911,68398,171470,14622,380955,378243,375980,375082,380077,374874; 0
57;57;44384;30122,7711,30340,9338,31860,9862,9989,32902,75267,27893,3476,44384,5272,68289,68288,35366,14165,14162,178819,247842; 0
59;59;4016;30327,8599,39386,1407,82842,8963,72413,2124,9871,2391,4016,34098,11607,65292,11377,3931,87875,5565,5691,705; 0
59;46647;5691;30327,8599,39386,1407,82842,8963,72413,2124,9871,2391,4016,34098,11607,65292,11377,3931,87875,5565,5691,705; 0
59;46692;30893;682,847,30893,30894,30895,8329,60484,8578,49920,86161,7481,23294,11377,87875,34952,34962,5583,47017,35888,6088; 0
60;60;22128;21100,113639,22128,2444,52938,129975,17247,32902,64097,22926,43228,65293,3935,4699,67991,130748,6190,47159,25610,14635; 0
60;824500;22128;21100,127236,146065,230498,396109,113639,83917,22128,52938,63835,63874,199723,129975,199724,117188,243438,127639,22940,127640,222737,222880,389268,209491,230854,160107,65175,65293,125359,33680,254682,488260,65373,227118,23380,263347,348045,298713,120086,125419,130561,4699,229599,351179,67991,130748,35145,90581,128939,126531,126530,25610,47601; 0
62;62;36956;49510,153103,76046,78803,162348,189804,5320,12892,24579,12893,79225,13503,36515,36956,126558,7255,58535,7258,47750; 0
62;46407;36956;49510,153103,76046,78803,162348,189804,5320,12892,24579,12893,79225,13503,36515,36956,126558,7255,58535,7258,47750; 0
62;341470;380235;8383,31281,1281,82598,39360,8715,32775,176612,10557,33034,53307,33037,27802,3433,3616,3617,125321,75971,23296,11132,17842,33627,43548,3721,76780,81827,4761,12397,149796,67955,12697,5155,261677,177170,130822,35295,68297,133250,24552,12862,68303,162348,89719,185447,79117,157855,379441,5321,5334,12893,255869,79147,5372,12948,35372,89764,125940,19100,379322,68387,57623,380691,158405,135911,181526,13360,79480,131063,35915,90284,14194,36515,69042,171541,90602,181750,90622,14614,14622,36956,14626,7095,80045,126926,377156,14767,80131,208995,7252,376279,80135,7247,131521,7249,80133,58534,7258,47738,7271,20313,14790,47749,47750,161039,58581,25769,69421,58579,47792,7356,136583,133918,90774,129045,20353,197670,7360,375634,161061,126659,14860,90773,129058,166464,176005,173672,25895,20461,25893,20465,204989,180264,180265,20475,20484,203487,176020,20482,374781,378391,380230,376852,379837,381687,378498,385894,378108,393131,374959,376400,380235,375750,376859,380074,378238,375195,381700,379735,377186,376301,379140,376193,376970,378119,376623,379023,376302,376624,377403,388180,380579,380077,377652,375200,380079,377189,380081,377656,376629,374793,378512,378247,376868,379857,377312,376542,375898,379864,389854,374890,378263,378944,377676,382715,380496,384253; 0
64;64;81575;169828,503397,81575,248064,26795,202286,205304,129798,64657,189054,18424,443170,36262,8008,379822; 0
65;66;2809;134023,682,8328,60484,21390,49920,1189,8737,8925,8940,31867,40985,2809,10299,10713,86161,87485,33914,12229,34952; 0
66;67;3680;33037,260626,3616,125321,3680,23296,43548,5321,13360,36956,7095,14763,7252,69390,69392,14775,69403,376185,403420; 0
66;405630;69390;49510,8383,82584,31281,39353,1281,8713,39360,8715,1287,32775,176612,32778,10557,33034,53307,33037,27802,42774,10787,81952,3433,102045,3546,10965,54181,3616,3617,125321,3680,65211,75971,23296,11132,11135,43546,43548,155727,76046,54395,11200,11300,3902,81827,81968,34797,88665,4861,4863,12397,67955,78803,5142,169271,135702,12697,5155,18959,57347,24482,68144,268738,46504,68147,46508,261677,89555,57360,177170,130822,133250,24552,12857,12862,162348,35308,79117,189804,258970,5321,5320,5332,135796,12892,24580,173204,24579,12893,24598,5372,251925,24610,24611,12948,29187,406448,397303,57545,35372,89764,125940,68387,24703,57623,5601,206168,19218,19219,158861,164241,13360,35915,90284,36554,36515,6697,164434,69042,19057,181750,90622,29980,14614,14622,36956,14626,126558,7095,80045,126926,126615,14767,80131,7252,69390,131521,58528,7249,80133,7250,133874,58532,14770,58534,7258,14775,129007,7270,14784,7271,20313,7276,20316,47750,69403,7277,58581,25769,69421,164627,58615,129045,47794,7360,126659,7354,376946,126694,173672,177530,180265,20486,203487,176020,390225,374781,378391,391620,376852,380065,379837,381687,378498,402379,393131,380235,375750,376185,375069,382100,375755,376859,378238,375871,376301,377298; 0
67;68;11173;8453,8481,8521,71672,72482,40126,62241,10565,3352,12431,34969,90206,11173,208729,89497,79278,6080,6208,47296,126690; 0
67;241378;31992;58772,20808,59376,37641,152377,21058,711,712,176181,70958,70960,772,30809,49562,15774,71250,8453,38847,49806,82237,8521,8554,21403,49903,8642,1175,71672,129440,31185,1442,1443,61482,39783,8912,127131,163106,8980,31507,112729,9010,1544,16262,50686,50749,9130,50889,83284,40126,234306,51205,31838,62241,97539,16569,31961,9514,153969,83928,31992,9523,2057,2058,32005,62466,9535,2062,40814,2181,9759,2475,2532,16981,380011,32595,10215,32821,232358,64129,179486,22894,10565,64246,10589,75113,3210,33104,53517,42907,3349,10746,10747,3352,125264,33549,11057,28921,12431,88932,78294,56770,34969,12644,107000,12819,5675,13270,5924,6279,90206,36465,6611,36677,69259,159206,159207,36922,71582,3395,33313,17766,65033,33520,17804,14225,43527,65203,127828,65276,11173,76262,4280,18327,11976,66764,66765,34620,162163,12096,88532,4912,4913,78893,35159,78896,89497,18941,68092,5171,57302,35164,89716,68301,5325,24578,195966,68314,12889,29167,5373,19108,68358,5428,13005,166078,5569,79240,5597,79278,128464,68483,5686,68493,13226,181507,143759,133457,132210,13479,248755,90120,136120,160792,19576,6208,36113,90141,25091,57982,47275,79696,171430,6720,14315,90478,14851,131605,126690,25863,25862,25864; 0
67;816814;82357;996,26512,999,110859,26513,15805,15807,49695,26519,264534,436329,94260,278700,237642,202170,131891,82195,297776,82196,8496,293914,38929,38930,94354,15847,313739,111025,406683,26551,186797,15851,186799,262293,60653,162974,350051,124552,111207,137648,313807,111312,111313,334430,49905,82357,39104,124563,216932,169957,31176,217003,285337,300238,326704,304681,145468,95041,95115,137903,164988,453613,272179,137905,145521,61134,145522,26727,111863,95212,95213,95214,111899,61175,39503,31351,153189,112049,217526,217587,1534,31508,180604,283453,165099,16365,309640,83478,274431,334796,83837,132181,247075,9678,166975,319979,348985,274771,41917,127516,100012,242401,116767,180930,117751,117755,85709,10634,431210,375369,301849,211369,192502,163576,250486,209494,200753,383192,134271,111971,33320,375020,75479,376237,181005,101945,386924,337735,102011,140122,26547,119020,195524,75769,165542,230923,3642,176804,176805,347885,148060,102614,54258,176806,155623,181044,155624,181045,245776,125409,155985,160241,135217,28216,170675,65727,184403,184404,140870,162025,176894,204350,422985,198554,11919,130482,130485,336354,128084,130532,175124,156801,446543,170846,199359,141832,130592,261515,401697,24239,167671,142006,208748,209713,164090,149917,18931,29076,255602,181414,5494,35899,424532,178861,131467,69307,175911,14675,175999,203474,376186; 0
68;69;14614;31815,2843,33034,89764,35380,35382,5423,6078,79526,13889,14082,181750,14614,36956,47708,69390,7250,7258,171670,375755; 0
70;71;7747;7747,70659,621,71739,8848,31420,9110,1941,40639,1957,32742,4151,11652,35818,58736,3541,11809,5764,79626,36572; 0
70;34339;35818;7747,70659,621,71739,8848,31420,9110,1941,40639,1957,32742,4151,11652,35818,58736,3541,11809,5764,79626,36572; 0
71;72;16116;15452,1296,16116,22047,40582,51745,32184,27269,154592,10691,76170,3563,11019,44620,18874,135801,57864,6070,13669,80196; 0
71;2408;1296;49001,82493,1296,16116,50473,39700,61702,16297,50788,1601,61868,40421,22047,51745,9944,3269,10691,90225,3563,127203; 0
71;34225;3563;15452,1296,16116,22047,40582,51745,32184,27269,154592,10691,76170,3563,11019,44620,18874,135801,57864,6070,13669,80196; 0
71;34365;1296;15452,1296,16116,22047,40582,51745,32184,27269,154592,10691,76170,3563,11019,44620,18874,135801,57864,6070,13669,80196; 0
71;34774;3563;49001,82493,1296,16116,50473,39700,61702,16297,50788,1601,61868,40421,22047,51745,9944,3269,10691,90225,3563,127203; 0
71;70715;1296;48914,81354,38073,38074,49001,81940,186721,217041,39403,31292,61103,1295,1296,16148,39686,153312,82894,145697,9332,62360,73083,22099,62593,32103,73350,51682,73592,73624,27316,98610,73640,248199,73806,167026,63076,124958,52187,9944,74120,147008,2677,192192,154592,154593,63579,154670,52723,52865,63838,101599,229059,10850,10978,10979,17750,3563,170561,33516,33965,87360,104593,298958,66972,66973,89266,5094,5095,157420,130730,175302,173120,18896,19602,13710,79760,178806; 0
73;74;84116;49094,39687,84116,98519,2641,36055,47616,90603,14912,11634,78103,46438,35786,24878,19581,6237,36366,14360,90672; 0
75;76;14912;383,49094,110037,40921,98924,2641,99714,36055,47616,90603,14912,10989,11634,78103,56627,35786,19581,6237,36366,90672; 0
76;77;32902;81248,8023,81484,8968,40210,51125,27074,9338,40986,73382,168743,2717,32661,74448,32902,22900,33633,3476,5396,36380; 0
77;78;30294;152,69920,30294,7747,30739,1941,40639,32166,58736,4128,34154,34965,164197,5764,35717,35942,36087,36195,79626,13987; 0
77;514270;30058;30058,30152,30203,129215,70465,704,8179,21136,725,21137,70885,15632,8352,15824,1055,60662,60663,31079,82270,8671,8774,95388,72327,40046,50904,9145,9148,9194,31734,83484,31880,62240,31901,9413,9446,31943,1980,9480,31963,62419,83971,9571,9588,97939,27198,32078,9615,40982,32138,62685,73413,9673,16721,9710,73489,9779,41223,9820,22319,73909,99124,10095,10130,63515,10162,63620,32675,74351,41935,85046,2755,63721,2863,32769,2865,2866,32771,32773,2877,32894,10432,74840,117590,3065,53316,33525,54224,33572,11121,11123,17838,86605,3694,86852,65450,103161,3904,103581,11523,44700,77232,11823,34644,18777,5916,13629,13831,6327,14664,47676,47798,36989,47882,37016,64594,33292,118421,3378,33294,64647,30618,33535,11077,33934,34215,34216,34217,34219,34380,11855,4366,34382,163927,12063,122609,130647,34923,78325,12597,29073,5285,35296,35297,5289,5323,35332,24618,5446,5491,35440,158334,13123,5653,57654,35644,79328,46896,2115,7664,89974,46958,57742,5817,79383,68549,79368,35725,19387,126109,6055,13580,136078,90072,164296,19588,36091,36092,90129,13728,13746,57961,36140,36142,13760,136177,164343,6445,13960,36470,90410,90409,247815,29769,90492,6932,164603,164602,7268,90732,14892; 0
79;80;45355;21540,8735,31313,39443,9103,9260,74424,86089,11297,45355,88452,125721,78355,125920,13288,13400,5929,47512,160940,164608; 0
81;132;54281;7776,1781,1821,114857,10263,10691,13514,58569,126709,10858,33404,54281,18548,67789,79178,90349,68976,36451,36602,131314; 0
81;46705;10858;7776,1781,1821,114857,10263,10691,13514,58569,126709,10858,33404,54281,18548,67789,79178,90349,68976,36451,36602,131314; 0
83;84;15391;20675,15391,37964,8121,114086,97685,40921,32113,2641,10989,450475,12794,79110,21458,21459,213835,25019,36010,173338,90287; 0
84;85;23094;7492,20651,48332,7790,37833,444,513,109471,30669,38658,112619,40566,9905,2723,116880,32825,3389,23094,73055,28665; 0
85;86;44612;42139,42197,17288,33560,44612,46632,57465,35772,6080,35997,36083,13663,90248,36358,47296,14001,14292,14321,69123,131616; 0
86;87;31500;81790,8335,38933,49834,31500,83207,50909,32896,18518,4562,24006,12148,24098,18903,12720,13946,82509,160915,80048,199101; 0
86;33420;31500;81790,8335,38933,49834,31500,83207,50909,32896,18518,4562,24006,12148,24098,18903,12720,13946,82509,160915,80048,199101; 0
87;88;6074;74191,10237,11103,11344,56084,24387,46253,171148,19285,6074,36035,13674,13721,6471,47310,128749,14085,69045,14261,7151; 0
88;89;82691;8756,31321,95223,82691,39471,71953,1331,73304,180726,32256,85528,17450,23208,11419,34093,125469,172323,14600; 0
88;26879;82691;8756,31321,95223,82691,39471,71953,1331,73304,180726,32256,85528,17450,23208,11419,34093,125469,172323,14600; 0
88;26956;34093;8756,31321,95223,82691,39471,71953,1331,73304,180726,32256,85528,17450,23208,11419,34093,125469,172323,14600; 0
89;90;3122;8715,61771,53009,53307,33037,3122,54182,3616,11300,66101,34797,5143,142476,5295,12948,19100,68387,68398,7258,14784; 0
90;91;92881;7527,346,37654,348,30616,92881,30732,737,915,124543,62520,2099,32150,52870,27893,36217,25760,56638,88888,36182; 0
92;93;80098;173,1056,9313,1972,73747,79014,86259,3542,11325,87102,54952,33975,12783,135801,13206,19599,29572,13806,6957,80098; 0
93;94;37725;129130,80764,37725,30398,30400,49048,8250,60534,31055,84484,99969,90455,3396,5766,13281,57717,46935,57718,19342,126122; 0
94;95;33034;915,8715,2871,33034,33037,3122,17415,75611,23296,43548,34797,142476,19100,68387,162404,35915,36956,7095,7250,58581; 0
96;97;35311;35311,79130,35324,12917,79141,12965,35383,5413,57565,35417,13014,5450,79178,35495,35734,130323,13729,14894,25911,176018; 0
97;98;14677;161294,152761,390773,379677,381255,386713,384272,169982,134317,186950,145587,36565,58395,14677; 0
99;100;34300;37129,30070,133998,197733,190733,49173,94441,196896,2985,53066,120251,3925,34300,131543,10798,423579,11981,78047,46834,7179; 0
100;101;17050;73343,32342,124947,84517,2507,84856,17050,84875,32708,10290,66682,67634; 0
100;26971;124947;73343,32342,124947,84517,2507,84856,17050,84875,32708,10290,66682,67634; 0
100;27032;66682;73343,32342,124947,84517,2507,84856,17050,84875,32708,10290,66682,67634; 0
100;27084;32342;73343,32342,124947,84517,2507,84856,17050,84875,32708,10290,66682,67634; 0
100;27122;17050;73343,32342,124947,84517,2507,84856,17050,84875,32708,10290,66682,67634; 0
100;27270;84517;73343,32342,124947,84517,2507,84856,17050,84875,32708,10290,66682,67634; 0
101;102;25007;33248,75355,34265,4243,34738,4991,5045,46942,5823,13345,25007,57909,68732,57908,6221,6462,14441,79911,176017,176018; 0
102;103;34559;82312,83289,26981,40503,9344,31843,34315,34559,3599,120665,34239,55469,23940,23979,56254,34990,35587,58114,47395,6627; 0
103;104;352;7566,91816,352,80911,513,725,30761,71077,8388,8405,21517,113897,2265,116354,13866,19927,17919,58126,58247,47756; 0
104;26788;10858;48336,30308,7763,7776,30839,81819,111066,8525,153245,16170,9515,10691,33228,29355,13514,10858,76640,66589,66669,79723; 0
105;106;2818;80476,30168,37999,38035,599,38252,1019,1084,1145,51125,97347,2571,2818,42419,106622,56418,34804,36993,28794,35366; 0
106;107;88220;80375,7624,15225,579,30564,49541,153239,2401,2552,154456,85480,4177,79929,11352,23631,88220,24137,35544,89977,13790; 0
106;26400;78987;81790,38840,8506,49834,8983,85959,18518,4562,24006,12116,56501,18903,12720,78987,57518,89929,136149,13946,58553,14847; 0
106;26470;24006;81790,38840,8506,49834,8983,85959,18518,4562,24006,12116,56501,18903,12720,78987,57518,89929,136149,13946,58553,14847; 0
